Gene	Established_log2.FC.	Established_q_value
Olfr589	0	1
Olfr591	0	1
Usp17ld	0	1
Olfr600	0	1
Olfr601	0	1
Olfr603	0	1
Olfr605	0	1
Olfr609	0	1
Olfr610	0	1
Olfr611	0	1
Olfr612	0	1
Olfr616	0	1
Olfr620	0	1
Olfr622	0	1
Olfr623	0	1
Olfr624	0	1
Olfr629	0	1
Olfr630	0	1
Olfr69	0	1
Olfr68	0	1
Olfr67	0	1
Hbb-bh2	0	1
Hbb-bh1	0	1
Hbb-y	0	1
Olfr66	0	1
Olfr64	0	1
Olfr639	0	1
Olfr640	0	1
Olfr642	0	1
Olfr643	0	1
Olfr644	0	1
Olfr645	0	1
4931431F19Rik	0	1
Ubqln3	0	1
Ubqlnl	0	1
E030002O03Rik	0	1
Olfr648	0	1
Trim12a	1.50927	0.00457135
Trim12c	0.356378	0.409933
Trim30a	2.21316	0.00139332
Trim30d	2.91181	0.00139332
Olfr655	0	1
Olfr658	0	1
Olfr666	0	1
Olfr667	0	1
Olfr668	0	1
Olfr670	0	1
Olfr671	0	1
Olfr672	0	1
Olfr675	0	1
Olfr683	0	1
Olfr684	0	1
Olfr685	0	1
Olfr686	0	1
Fam160a2	0.167744	0.855152
Prkcdbp	0.0564215	0.967999
Apbb1	0.216737	0.785118
Hpx	0.715169	0.463988
Trim3	0.403937	0.261004
Arfip2	0.224159	0.661395
Rrp8	0.293127	0.913
Taf10	-0.30779	0.910513
Tpp1	0.20872	0.67141
Dchs1	0.840519	0.0252425
Mrpl17	-0.116242	0.890371
Gm8989	0	1
Olfr693	0	1
Olfr694	0	1
Olfr695	0	1
Olfr697	0	1
Olfr698	0	1
Olfr699	0	1
Olfr700	0	1
Olfr702	0	1
Olfr705	0	1
Olfr706	0	1
Olfr707	0	1
Olfr710	0	1
Olfr6	0	1
Olfr711	0	1
Olfr2	0	1
Gm10081	0	1
Olfr715	0	1
Cyb5r2	-1.11653	0.474624
Ovch2	0	1
Olfr469	0	1
Olfr470	0	1
Olfr478	0	1
Olfr480	0	1
Olfr482	0	1
Olfr484	0	1
Olfr485	0	1
Olfr486	0	1
Olfr487	0	1
Olfr488	0	1
Olfr490	0	1
Olfr492	0	1
Olfr493	0	1
Olfr502	0	1
Olfr504	0	1
Olfr509	0	1
Olfr514	0	1
Olfr516	0	1
Olfr517	0	1
Olfr518	0	1
Olfr519	0	1
Nlrp10	0.529414	1
Ric3	0.00565557	0.997727
Lmo1	-0.774328	0.312142
Stk33	0.576224	1
Trim66	-0.202352	0.861559
St5	-0.681324	0.0088339
BC051019	-0.626785	1
Ascl3	1.72415	1
Tmem9b	-0.16896	0.797805
Nrip3	-1.87019	1
Scube2	-2.22204	0.00139332
Dennd5a	0.149349	0.822972
Tmem41b	0.298938	0.453468
Rnf141	0.0723875	0.967999
Lyve1	0.912265	1
Mrvi1	1.41907	0.00139332
Galnt18	2.16874	0.00139332
Dkk3	0.301396	0.399156
Btbd10	0.240494	0.703097
Rras2	0.824342	0.00139332
Copb1	0.0674992	0.953761
Psma1	-0.0265766	0.989638
4933406I18Rik	0.323081	1
Cyp2r1	-0.428485	0.792574
Calca	-3.83536	0.029487
Plekha7	-0.0396432	0.992015
Rps13	-0.178423	0.754246
Pik3c2a	0.0264467	0.990922
Rps15a	-0.0495237	0.990555
Arl6ip1	-0.16851	0.774385
Smg1	0.212062	0.663214
Syt17	-0.182219	0.906827
Itpripl2	0.622534	0.00713772
Coq7	0.154572	0.915581
Tmc7	2.11363	0.00139332
Gde1	0.0692244	0.962685
Gprc5b	0.0605325	0.992015
Gpr139	0	1
Umod	0	1
Pdilt	0	1
Thumpd1	0.363306	0.339085
Eri2	-0.0410909	0.986843
Dcun1d3	0.339052	0.453794
Crym	-0.00567677	1
Pdzd9	-0.104183	0.995109
Cdr2	0.568956	0.0370454
Igsf6	1.35453	0.75869
Usp31	0.638638	0.0326569
Cog7	0.000926976	0.998655
Gga2	0.00921926	0.995582
Ears2	-0.0588736	0.983218
Ndufab1	-0.0858457	0.94662
Palb2	-0.274227	0.871886
Ern2	0	1
Arhgap17	0.395607	0.309052
Zkscan2	0.542304	1
Nsmce1	-0.362392	0.420341
Gtf3c1	0.0279495	0.988963
Xpo6	0.187878	0.740398
Lat	0.52503	0.813489
Spns1	0.136015	0.879325
Nfatc2ip	-0.358515	0.613101
Atp2a1	0.785182	0.913
Sh2b1	0.0580259	0.970485
Atxn2l	0.162728	0.786457
Eif3c	-0.0482525	0.976675
Cln3	0.37991	0.664619
Nupr1	0.437169	0.171405
Sult1a1	0.496763	0.827927
Slx1b	-0.404411	0.605881
Coro1a	1.16908	0.00713772
Ppp4c	-0.0573076	0.966381
Aldoa	0.0803113	0.953837
4930451I11Rik	0	1
Ino80e	-0.0126936	0.995736
Mvp	0.307736	0.40685
Maz	-0.279029	0.47265
Kif22	-0.702615	0.0139991
Spn	0.686048	0.323619
Cd2bp2	-0.0718038	0.952977
Tbc1d10b	-0.0225897	0.992015
Sept1	0.0124474	0.997335
Gm4532	0.64549	0.785121
Dctpp1	-0.418247	0.433915
Sephs2	-0.0172244	0.994546
Zfp768	-0.216056	0.766227
Zfp747	-0.052735	0.984681
9130019O22Rik	-0.143131	0.937028
E430018J23Rik	-0.0244322	0.994522
Zfp764	-0.165661	0.916016
Zfp688	-0.468087	0.5407
1700008J07Rik	-0.25188	0.910513
Gm166	-0.0284106	0.994961
1700120K04Rik	1.32142	0.440835
Zfp629	-0.335382	0.652859
Bcl7c	-0.301017	0.590688
Stx1b	-0.108863	1
Zfp668	0.124352	0.973963
Prss53	-0.0939645	0.990555
Vkorc1	-0.403008	0.1856
Prss8	0.81815	1
Prss36	-0.447449	0.673057
Pycard	1.15252	0.0667679
Cox6a2	-0.928261	0.402567
9130023H24Rik	-0.253724	0.907182
Rgs10	0.0328973	0.99069
Tial1	0.0669536	0.957924
Mcmbp	-0.0296752	0.987882
Fgfr2	-0.203339	0.725609
Ate1	0.293847	0.491177
Nsmce4a	-0.213649	0.75649
4933402N03Rik	0	1
2310057M21Rik	0.314449	0.667159
Ikzf5	0.100706	0.932811
Cpxm2	-0.536207	0.0446617
Oat	-0.25313	0.556061
Ctbp2	0.0242987	0.992015
Uros	-0.162309	0.966381
Dhx32	0.0930515	0.971737
Adam12	-0.0986212	0.912834
D7Ertd443e	-1.12477	0.228646
Fam196a	-0.685229	0.95583
Clrn3	1.666	1
5830432E09Rik	1.01325	0.948461
Mki67	-0.375711	0.2285
Ebf3	-0.179353	0.841508
9430038I01Rik	-0.284711	0.836184
Mapk1ip1	-0.0576456	0.98282
Bnip3	0.256301	0.576584
Stk32c	-0.64221	0.978577
Nkx6-2	0.58779	0.962685
Mir202	0	1
Tubgcp2	-0.0833293	0.949888
Fuom	-1.03136	0.0825203
Echs1	-0.667366	0.00956169
Sprn	-0.541041	1
Olfr522	0	1
Olfr524	0	1
Olfr60	0	1
Olfr530	0	1
Olfr531	0	1
Olfr532	0	1
Olfr536	0	1
Syce1	1.80577	1
Zfp941	-0.232785	0.904566
Bet1l	-0.033474	0.987882
Sirt3	-0.202917	0.97521
Ifitm5	-0.431448	0.884863
Ifitm3	0.284197	0.482327
Ifitm6	0.161191	0.964046
Sigirr	-0.377628	1
Ano9	0	1
Rnh1	0.118104	0.882699
Mir210	-0.141674	0.978858
Irf7	1.79004	0.00139332
Cdhr5	-1.84608	1
Sct	-1.43868	1
Deaf1	-0.00604626	0.997725
B230206H07Rik	-0.656944	1
Pddc1	-0.37017	0.449676
Cend1	-0.187754	0.926548
Slc25a22	0.0534055	0.979033
Polr2l	-0.259612	0.920439
Chid1	-0.253268	0.899989
Muc6	2.0364	1
Tollip	0.364674	0.271435
Mob2	0.0512816	0.979954
Dusp8	0.742263	0.0608322
Krtap5-2	0.0234005	1
Krtap5-5	0	1
Krtap5-1	0	1
Ifitm10	-1.14937	0.0088339
Ctsd	0.105983	0.926978
Nctc1	0.66628	1
H19	-1.06745	0.00139332
Igf2	-1.85425	0.00139332
Mir483	0	1
Ins2	0	1
Ascl2	1.59509	1
R74862	0.0307753	0.997727
Kcnq1ot1	0.176676	1
Cdkn1c	-0.964169	0.297303
Tnfrsf26	0.506294	0.385977
Tnfrsf22	0.0636866	0.979301
Tnfrsf23	0.155637	0.830353
Osbpl5	0.412707	0.169076
Mrgprg	0	1
Mrgpre	0.0458346	0.990555
Nadsyn1	-0.199265	0.919388
Fadd	-0.0654014	0.978858
Ano1	0.100837	0.980171
Ccnd1	1.09552	0.00139332
1810010D01Rik	1.04111	1
Tpcn2	0.0751662	0.964051
A430078G23Rik	-0.451828	0.679885
Arhgef18	0.0548834	0.974017
Zfp358	-0.200732	0.803491
C330021F23Rik	-1.31257	1
Camsap3	-0.0433454	0.993121
Pet100	-0.294418	0.724027
Stxbp2	0.543848	0.209296
Trappc5	-0.104081	0.932841
Cd209g	0	1
Evi5l	-0.0117016	0.995881
Lrrc8e	-0.285671	0.717361
Snapc2	-0.129962	0.897928
Ccl25	0.558763	0.939454
Cers4	0.113724	0.940899
Zfp958	-0.326597	0.63875
Abhd13	0.151013	0.853313
Tnfsf13b	0.875278	0.149711
Myo16	0.671819	1
Col4a2	0.413553	0.192139
Carkd	-0.061481	0.970049
Ing1	-0.0758402	0.958201
Arhgef7	0.250278	0.595751
Atp11a	-0.0073083	0.995978
Mcf2l	0.658702	0.15777
F7	-0.40225	1
Proz	1.21912	1
Cul4a	0.0334789	0.984602
Lamp1	0.134147	0.876341
Tmco3	0.158076	0.895541
Tfdp1	-0.0881187	0.930917
Grk1	0.195386	1
Tmem255b	-2.86858	1
4932443I19Rik	0	1
Cdc16	-0.196906	0.700686
Upf3a	0.0195465	0.993849
Fbxo25	0.259965	0.631036
Dlgap2	1.05108	1
Cln8	0.418142	0.261976
Arhgef10	0.173566	0.793864
Kbtbd11	0.248357	0.759744
Myom2	0.294939	1
Mcph1	-0.0702841	0.973446
Agpat5	0.151524	0.86123
Defb34	0	1
Spag11b	0	1
Spag11a	0	1
Defb14	0	1
Defb4	0	1
Defa-ps12	0	1
Defb6	0	1
Defb46	0	1
Defb5	0	1
Defb3	0	1
Defa-ps13	0	1
Defb7	0	1
Gm10104	0	1
Defa25	0	1
Gm15284	0	1
Defa22	0	1
Gm15293	0	1
Gm15292	0	1
Defa3	0	1
Defa5	0	1
Gm15299	0	1
Defa20	0	1
Gm14850	0	1
Gm6696	0	1
Defa26	0	1
Defa17	0	1
Defa-ps1	0	1
Defa24	0	1
Defb50	0	1
Defb2	0	1
Defb10	0	1
Defb35	0	1
Defb13	0	1
C86695	0	1
Ccdc70	0	1
Alg11	0.165641	0.825734
Vps36	0.0237893	0.992883
Thsd1	0.255142	0.712527
Tpte	-0.419656	1
Mrps31	-0.0607006	0.979033
Slc20a2	0.246348	0.696412
Dkk4	0	1
Plat	0.38166	0.21294
Kat6a	0.0966793	0.925051
Ank1	-0.0271	0.994961
Mir486	0	1
Sfrp1	-1.23026	0.00139332
Zmat4	-0.813014	1
Tm2d2	-0.0879331	0.934549
Fgfr1	0.342846	0.307998
Whsc1l1	0.0561595	0.976798
Ppapdc1b	-0.0174407	0.993849
Lsm1	0.0308781	0.991004
Star	0.278366	0.876492
Kcnu1	0.939717	0.496833
Rnf170	-0.253283	0.669438
Thap1	0.140288	0.924806
Zfp703	-0.205471	0.724988
Erlin2	0.0602122	0.964051
Prosc	0.0268695	0.992001
Gpr124	0.280215	0.473888
Eif4ebp1	0.00444655	0.997647
Chrnb3	0	1
Poteg	0	1
Dusp26	0	1
Rnf122	-1.04864	0.00546107
Tti2	-0.16329	0.963912
Fut10	-0.499739	0.228646
Purg	-0.697921	0.498485
Hmgb1-rs17	-0.63097	1
Tex15	-1.8247	0.00139332
Ppp2cb	0.0218846	0.992653
Gsr	-0.343891	0.420125
Gtf2e2	-0.143259	0.871886
Mboat4	0.704173	1
Dusp4	1.00213	0.00364343
Ppp1r3b	-0.277428	0.677401
Mfhas1	0.591429	0.109563
D8Ertd82e	0.508447	0.189063
6430573F11Rik	-1.87666	1
AI429214	-0.396522	0.720496
Tusc3	0.101752	0.910095
Zdhhc2	0.415438	0.66487
Vps37a	0.132779	0.939245
Adam24	0	1
Adam39	0	1
Slc7a2	0.581952	0.0215958
Pdgfrl	0.26341	0.551331
B430010I23Rik	0.843543	1
Pcm1	0.0159916	0.994029
Triml2	0	1
Fat1	0.311033	0.498485
Sorbs2	-1.06206	0.00139332
Pdlim3	0.62914	0.703266
Ccdc110	-1.75263	1
Ufsp2	-0.0949582	0.928674
Lrp2bp	-0.162914	1
4933411K20Rik	-0.0457212	0.981073
Acsl1	-0.00779071	0.996211
Casp3	-0.175496	0.819927
Irf2	-0.0967195	0.9412
Enpp6	-0.19691	1
Rwdd4a	0.0281572	0.991119
Cldn24	0	1
Cldn22	0.743254	1
Dctd	-0.0569142	0.980171
Aga	0.129167	0.875608
Vegfc	1.22985	0.00139332
Asb5	1.01057	0.0511872
Spata4	1.22866	1
Glra3	-0.468803	1
Hpgd	-1.51362	0.00139332
Fbxo8	-0.15571	0.889683
Hand2	-0.296558	0.762182
Hmgb2	-0.427066	0.1854
Aadat	0.378014	1
Mfap3l	0.660743	0.191672
2700029M09Rik	-0.2597	0.706195
Nek1	-0.191698	0.825933
Sh3rf1	0.449793	0.313864
Cbr4	-0.180885	0.871412
Spock3	1.64096	0.00713772
Tmem192	0.0563513	0.979033
March1	1.77891	0.00956169
Tktl2	0	1
Npy1r	1.49323	0.00139332
Naf1	0.0940149	0.950085
Nat1	-0.508866	1
Nat2	-0.287322	0.740833
Sh2d4a	0.822113	0.170442
Ints10	-0.0210057	0.993096
Lpl	0.420688	0.264575
Atp6v1b2	0.309943	0.415319
Zfp930	-0.321119	0.647282
D130040H23Rik	-0.162027	0.962685
Zfp964	-0.319132	0.829603
Atp13a1	0.0332134	0.984602
Gmip	0.569168	0.154647
Lpar2	0.334987	0.803057
Pbx4	0.602591	0.711562
Tssk6	-0.426194	0.979405
Sugp1	-0.0185515	0.99394
Tm6sf2	-0.301202	1
Hapln4	-0.011039	0.996825
Nr2c2ap	-0.129384	0.943076
2310045N01Rik	-0.294666	0.731751
Mef2b	-0.0250704	1
Tmem161a	-0.0777197	0.95217
Sugp2	0.183756	0.871886
Homer3	0.140352	0.950974
Cope	-0.164453	0.789621
Gdf1	-1.22435	0.79384
Comp	-2.10631	0.00139332
Crlf1	-0.616652	0.0160377
Fkbp8	-0.176794	0.756621
Ell	0.139584	0.877308
Isyna1	-0.0487525	0.984602
Lrrc25	0.961303	0.11477
Lsm4	-0.210477	0.756748
Jund	0.126271	0.884622
Pde4c	-0.380152	1
Rab3a	-0.157122	0.962573
2010320M18Rik	-0.178235	0.910513
Il12rb1	0.749013	1
Map1s	0.0649031	0.962685
Mir1969	0	1
Myo9b	0.204479	0.685533
Use1	-0.121521	0.896034
Ocel1	-0.729788	0.27022
Babam1	-0.15094	0.839917
Ankle1	-0.599751	0.399508
Mrpl34	-0.137635	0.910513
Dda1	0.158863	0.868551
Gtpbp3	-0.305431	0.919529
Mvb12a	-0.0181233	0.994961
Slc27a1	0.618881	0.111702
Pgls	-0.0901355	0.94359
Fam129c	-0.448784	0.799665
Glt25d1	0.00671699	0.996211
Zfp709	0.0950859	0.965066
Zfp882	-0.550201	0.495821
Zfp617	0.0100892	0.995881
Zfp961	-0.0825026	0.973964
Olfr372	0	1
Olfr373	0	1
Olfr374	0	1
Tpm4	0.311073	0.503896
Rab8a	0.0151214	0.994782
Hsh2d	2.76863	1
Fam32a	0.0258656	0.99069
Ap1m1	0.0734641	0.950974
Klf2	1.31109	0.00139332
1700030K09Rik	-0.268217	0.948025
Tmem38a	0.147219	0.919529
Nwd1	0.762406	1
Sin3b	0.0697493	0.962339
F2rl3	1.07651	1
Hmgxb4	-0.144743	0.881787
Tom1	0.290475	0.566956
Hmox1	0.901029	0.00139332
Mcm5	-0.317875	0.422502
Rasd2	-0.437528	1
Nr3c2	-0.717749	1
0610038B21Rik	0.391538	0.987882
Prmt10	0.0361438	0.990083
Slc10a7	0.0883449	0.94359
Zfp827	0.253531	0.707249
Otud4	0.461508	0.115285
Anapc10	0.0278054	0.992564
Gypa	1.55485	1
Inpp4b	0.571913	0.465624
Rnf150	0.124413	0.879453
Tbc1d9	0.760975	0.0495867
Clgn	0.282443	1
Olfr370	0	1
Ndufb7	-0.210135	0.731953
Dnajb1	0.395522	0.262514
Gipc1	0.0891914	0.93727
Ptger1	0.379637	0.566271
Ddx39	0.182081	0.887236
Lphn1	-0.0726228	0.950166
Asf1b	-0.53573	0.183977
Prkaca	-0.135184	0.854098
Samd1	-0.282036	0.613378
1700067K01Rik	-0.570768	1
Palm3	-0.796296	0.700835
Rfx1	-0.0186317	0.995109
Mir709	0	1
Podnl1	-0.268918	0.744397
4930432K21Rik	-1.15808	0.143425
Trmt1	0.0631188	0.967999
Lyl1	1.14532	0.782512
Gadd45gip1	-0.160193	0.949082
Farsa	0.0924993	0.932582
Syce2	-0.394008	0.828321
Klf1	-0.709691	1
Dnase2a	0.0917962	0.959936
Rtbdn	-1.7648	1
Prdx2	0.00630027	0.996432
Hook2	-0.0642299	0.979033
2310036O22Rik	0.0354925	0.985694
Tnpo2	0.122382	0.876341
Fbxw9	0.111541	0.925913
Dhps	0.0493413	0.984602
Man2b1	0.329815	0.358048
Orc6	0.0185128	0.994256
Gpt2	-0.202416	0.728575
Phkb	-0.0079386	0.996124
Lonp2	0.0327248	0.985721
Gm10638	-0.159894	0.99069
Gm2694	-0.325317	1
4933402J07Rik	2.96546	1
Cnep1r1	-0.0253767	0.991119
Heatr3	0.169624	0.789621
Papd5	0.0833993	0.951146
Adcy7	0.30671	0.440736
Nkd1	-1.48291	0.00139332
Nod2	1.7398	0.0160377
Cyld	0.38652	0.271435
Chd9	0.00686029	0.996918
Rbl2	-0.097233	0.950409
Fto	-0.166913	0.775376
Irx5	-1.0252	0.0422701
Mmp2	-0.347407	0.377022
Lpcat2	0.568638	0.372095
Capns2	-0.0822786	1
Slc6a2	-2.61545	0.00139332
Gnao1	-0.31518	0.611074
Ogfod1	-0.0490959	0.979033
Mt3	1.27269	0.0503747
Mt2	0.566943	0.0678532
Mt1	0.330276	0.40257
Nup93	-0.272912	0.517309
Herpud1	0.0109706	0.995451
Nlrc5	0.704447	0.372095
Cpne2	0.088956	0.939454
Rspry1	-0.0926621	0.934059
Arl2bp	-0.106688	0.906566
Cx3cl1	0.716411	0.00139332
Ccl17	1.07614	0.335804
Coq9	-0.203614	0.755288
Polr2c	-0.0129006	0.995582
Gpr114	-0.40073	1
Gpr56	-0.881711	0.0432491
Gpr97	-2.22101	1
Katnb1	-0.048198	0.991906
Usb1	-0.0679008	0.979301
Mmp15	0.0790125	0.979033
Ccdc113	1.03963	0.450471
Gins3	-0.44577	0.504202
Setd6	-0.18778	0.923421
4930513N10Rik	0.00450364	0.998522
Cdh5	-2.51143	0.00139332
Bean1	-0.443221	1
Cklf	0.170269	0.939245
Cmtm3	0.303324	0.42614
Car7	-0.119875	1
Pdp2	0.445321	0.382381
Ces2a	0	1
Ces2e	2.09704	0.00713772
Ces2g	1.44323	0.00139332
Ces3a	0	1
Ces3b	0	1
Ces4a	-1.65644	1
Cbfb	-0.291848	0.444462
D230025D16Rik	-0.0629114	0.984602
Fbxl8	-0.397201	0.626769
E2f4	0.0909054	0.93727
Elmo3	-0.585964	0.5736
Tmem208	-0.00356474	0.997727
Hsd11b2	-2.87634	0.00139332
Rltpr	0.32736	1
Pard6a	-0.421244	0.541313
4933405L10Rik	0.535307	1
Tsnaxip1	0.471239	1
Thap11	-0.373098	0.415761
Nutf2	-0.092916	0.930704
Pskh1	-0.120395	0.901053
Nfatc3	-0.0864781	0.932811
Pla2g15	-0.120131	0.892078
Slc7a6	-0.00073528	0.998655
Prmt7	-0.316605	0.60148
Zfp90	-0.115746	0.938851
Cdh3	0.237129	0.652859
Cdh1	0.524064	1
Cirh1a	0.221312	0.660309
Sntb2	0.0954417	0.926059
Vps4a	-0.078032	0.949258
Nip7	0.130324	0.885403
Cyb5b	0.122195	0.875934
Nfat5	0.422291	0.14676
Wwp2	-0.555951	0.0350904
Mir140	0	1
Zfhx3	0.396268	0.281474
Mir3108	0	1
Txnl4b	-0.416685	0.836375
Pkd1l3	-0.157186	1
Zfp821	-0.080243	0.970703
Phlpp2	0.189687	0.838516
Zfp612	0.929972	0.250951
Hydin	0.340407	1
Vac14	0.143644	0.882699
Mtss1l	-0.164876	0.825442
Cog4	-0.00856666	0.995881
St3gal2	0.292644	0.568466
Pdpr	-0.143724	0.849766
Znrf1	0.505484	0.107175
Zfp1	-0.100224	0.962685
Gabarapl2	-0.0419182	0.980108
Terf2ip	-0.132523	0.898559
Gm10280	0	1
Nudt7	-0.170523	0.930917
Vat1l	-0.327016	0.850345
Wwox	-0.00743468	0.997647
Dynlrb2	0.165518	1
Cenpn	-0.610675	0.126023
Atmin	0.224079	0.757256
Bcmo1	0.492255	1
Gan	-0.143216	0.859115
Cmip	-0.0254459	0.99069
Plcg2	0.598459	0.207502
Hsd17b2	0	1
Cdh13	0.0888519	0.962339
Hsbp1	-0.0162774	0.993849
Mlycd	-0.204073	0.859987
Osgin1	0.0830608	0.970485
Necab2	0.853637	1
Dnaaf1	1.08197	1
Wfdc1	-1.07959	0.402219
Klhl36	-0.229487	0.880374
Usp10	0.198338	0.736175
Crispld2	-1.01512	0.00139332
6430548M08Rik	0.623822	0.17431
Gse1	-0.176071	0.844065
Cox4i1	-0.0923606	0.92412
Irf8	1.8946	0.00254281
Foxf1	1.64528	0.00139332
Foxc2	0.246252	0.77899
Foxl1	0.674834	0.627172
Map1lc3b	-0.00706068	0.996211
Jph3	-0.48727	1
Banp	0.0412408	0.987141
Zfpm1	0.220404	0.813489
Zc3h18	0.0443548	0.979033
Il17c	1.88178	0.141296
Ctu2	0.0460915	0.995736
Cdt1	0.0880268	0.95508
Trappc2l	-0.155863	0.880882
Acsf3	-0.232662	0.79384
Cdh15	0.61517	1
Spg7	0.0519636	0.97521
Rpl13	-0.23915	0.616338
Snord68	0	1
Cpne7	0.0464667	1
Dpep1	-0.590321	0.0616945
Cdk10	-0.166526	0.876692
Zfp276	0.108852	0.951459
Spire2	-0.867454	0.218864
Tcf25	0.0694017	0.954343
Mc1r	-0.408987	1
Tubb3	-0.420159	0.365808
Def8	-0.16957	0.813489
Rhou	0.139058	0.903017
Rab4a	0.268849	0.785149
Urb2	0.126269	0.895926
Mir1967	0	1
Galnt2	-0.491792	0.0659462
Cog2	-0.0393531	0.981073
Capn9	-0.819906	1
Arv1	0.100937	0.995096
Gnpat	-0.110935	0.901053
Disc1	0.767753	0.347667
Ntpcr	-0.260703	0.715145
BC021891	-0.506298	1
Kcnk1	-0.572852	1
Slc35f3	-0.421608	1
Coa6	-0.0153959	0.995881
Pard3	0.174171	0.807417
Itgb1	0.28441	0.627941
Insr	0.232506	0.682905
Xab2	-0.200999	0.755263
Pcp2	1.95778	1
Fcer2a	-0.975423	1
Clec4g	0	1
Cd209a	0	1
Rprl3	1.23092	0.656851
Cd209e	0	1
Cd209b	0	1
Cd209c	0.589973	0.69425
Cd209f	0	1
BC068157	0.237553	0.966228
Ctxn1	0.306251	0.602358
Timm44	0.0529186	0.978858
Elavl1	0.115952	0.889683
Shcbp1	-0.624526	0.0596488
Slc10a2	0	1
Efnb2	1.23757	0.00139332
Arglu1	0.128035	0.913
Fam155a	1.60643	1
Lig4	0.246692	0.754246
3930402G23Rik	-0.450829	1
Irs2	0.0461112	0.980982
Col4a1	0.529363	0.0688762
Cars2	-0.162021	0.902419
Ankrd10	0.357709	0.504975
Tubgcp3	0.0213034	0.992653
Gm15348	0	1
Pcid2	0.0415249	0.984321
Grtp1	0.672909	0.571961
Mir1968	0	1
Adprhl1	0.645745	1
Dcun1d2	0.0657422	0.984602
Atp4b	0	1
Gas6	-0.780628	0.00956169
1700029H14Rik	0.771575	1
Rasa3	-0.497687	0.0785149
Coprs	0.0409188	0.990555
Erich1	0.174198	0.907182
Csmd1	0.694518	0.111906
Mir3106	0	1
Angpt2	-0.0489068	0.996211
Xkr5	-0.635519	0.335651
Defb40	0	1
Defb37	0	1
Defb38	0	1
Defb39	0	1
Defb12	0	1
Defb8	0	1
Gm15319	1.11576	1
Gm14851	0	1
Defa-rs1	0	1
AY761184	0	1
Defb9	0	1
Defb11	0	1
Defb15	0	1
Atp7b	1.70645	1
Nek5	-2.63326	1
Nek3	0.0474113	0.992001
Ckap2	-0.47547	0.0983438
Slc25a15	0.128552	0.917703
Vdac3	-0.0608376	0.962339
Polb	-0.152557	0.893036
A930013F10Rik	-0.0842316	0.993051
Ikbkb	0.137338	0.876692
Ap3m2	-0.177254	0.861919
Mir3107	0	1
Agpat6	-0.0142875	0.994961
Gins4	-0.46442	0.199244
Golga7	-0.434575	0.11098
1810011O10Rik	-0.293233	0.820841
Ido2	-0.174837	1
Ido1	0.971549	1
Adam3	0.554263	0.809677
Adam5	0.0873399	0.980982
Adam32	0.115734	1
Adam9	-0.0929578	0.928674
Htra4	-0.297102	0.838516
Plekha2	-0.158722	0.83209
Tacc1	-0.165735	0.790802
Letm2	-0.41079	0.793993
Ddhd2	-0.066967	0.964051
Bag4	-0.178162	0.882624
Ash2l	-0.010854	0.995109
Hgsnat	-0.114693	0.897193
Fnta	-0.11744	0.885646
Hook3	0.0953261	0.921934
Brf2	-0.153165	0.913
Rab11fip1	1.3237	0.020323
Got1l1	-0.566874	0.739795
Adrb3	-0.11262	1
Chrna6	0	1
Gm8096	0	1
Unc5d	2.64021	1
Mak16	0.300452	0.524551
Nrg1	0.835231	0.0500738
Gm3985	-2.88975	1
Wrn	-0.570628	0.180616
Ubxn8	-0.010859	0.996918
Rbpms	0.838556	0.0221779
Dctn6	0.0315892	0.988879
Leprotl1	0.0554579	0.968921
Tnks	-0.098144	0.913285
Eri1	-0.18944	0.778153
Cldn23	0.879531	1
Lonrf1	-0.45628	0.473167
Dlc1	0.60776	0.0172429
Sgcz	-0.559646	1
Mir383	0	1
Msr1	1.45996	0.00139332
Cnot7	0.0640938	0.977855
Mtmr7	0.236085	0.974017
Mtus1	0.504611	0.187356
Fgl1	0.0957339	1
Asah1	0.0876323	0.928453
Frg1	-0.0517686	0.979033
Triml1	0	1
Adam26b	0	1
Adam26a	0	1
Gm5346	0	1
Gm5347	0	1
AY512931	0.189427	1
Klkb1	1.70565	1
Cyp4v3	0.0778069	0.960536
Fam149a	0.0190399	0.993242
Tlr3	0.433304	0.41365
1700029J07Rik	-1.15193	0.8137
Ankrd37	-0.123155	0.967868
Snx25	0.129174	0.909177
Slc25a4	-0.0754636	0.946859
Helt	0	1
Stox2	0.0547345	0.97521
Trappc11	0.0348301	0.984602
Ing2	-0.215179	0.838516
Cdkn2aip	0.0918389	0.950085
Wwc2	0.405111	0.191948
Tenm3	-0.234961	0.628789
Neil3	-0.472202	0.456399
Spcs3	0.111879	0.894149
Wdr17	0.851596	1
Cep44	-0.246355	0.90059
Sap30	0.270472	0.810632
Galnt7	0.358743	0.464466
Gm15881	0	1
Clcn3	0.63697	0.121057
Palld	0.499121	0.0721662
Tll1	0.564541	0.0688762
Mir710	0	1
Cpe	0.569646	0.0209038
Klhl2	0.519845	0.149455
Trim75	-0.162699	1
Tma16	0.334599	0.684436
Npy5r	2.12767	1
Psd3	0.0522787	0.97521
Csgalnact1	-0.137127	0.859774
Slc18a1	0.747148	0.926106
Lzts1	-1.07626	0.160464
Gm10033	-0.105503	0.979033
Zfp868	0.0333806	0.992001
Zfp869	-0.0829975	0.95458
Zfp963	-0.226841	0.882253
Zfp866	-0.308935	0.589254
Cilp2	-0.190341	1
Ndufa13	-0.16983	0.844231
Gatad2a	0.213089	0.678154
