chromosome	TSS	TES	Gene	h1logFC	h1pval	h3logFC	h3pval	h6logFC	h6pval	h24logFC	h24pval	d7logFC	d7pval
chr6	125174229	125189952	E130112N10Rik	1.60123	1	0.265398	1	1.84959	1	1.52148	1	0.439837	1
chr6	125174229	125189952	Tapbpl	-0.0815528	0.8405	0.00467819	0.99235	-0.0865005	0.82295	0.282177	0.4297	0.355032	0.4013
chr6	125215542	125223795	4930417O13Rik	0	1	0	1	0	1	0	1	0	1
chr6	125228291	125236060	Tuba3a	-0.462665	1	-0.799301	1	0.262579	1	0.877233	1	0	1
chr6	125256588	125263888	Ltbr	0.0596229	0.85735	-0.221079	0.48215	-0.282247	0.36165	0.34075	0.26885	0.162361	0.65135
chr6	125271357	125294960	Scnn1a	-0.362544	1	-0.221929	1	-0.536343	1	0.456343	0.45085	1.01521	0.1132
chr6	125299740	125312501	Tnfrsf1a	-0.14888	0.66495	-0.178542	0.5983	-0.371231	0.2655	0.294705	0.3552	0.0499242	0.8986
chr6	125312668	125330522	Plekhg6	-0.554808	0.37845	-1.28997	0.0459	-1.32414	0.03015	0.180671	0.768	1.30375	0.01795
chr6	125410283	125444773	Cd9	0.108747	0.7494	0.354295	0.28195	0.13153	0.67145	0.0802513	0.79465	-0.0455103	0.8969
chr6	125502965	125636697	Vwf	1.45679	1	0.186873	1	-0.160709	1	0.644507	1	1.11	1
chr6	125640436	125990146	Ano2	-0.855068	1	0.421174	1	0	1	3.01846	1	0.0873149	1
chr6	126051429	126116762	Ntf3	1.55623	1	0	1	0	1	0	1	2.70547	1
chr6	126236666	126278704	Gm10415	0	1	0	1	0	1	0	1	0	1
chr6	126482568	126485573	Kcna5	0	1	0	1	0	1	0	1	0	1
chr6	126586480	126595819	Kcna1	0.0670797	1	-0.372141	1	-0.441152	1	-0.720074	0.2557	-1.95319	1
chr6	126658346	126690692	Kcna6	-0.584478	0.2756	-0.83932	0.10395	-1.059	0.0388	-1.03656	0.0366	-1.9307	0.0009
chr6	126771880	126799162	Ndufa9	0.164643	0.5982	0.0596561	0.84895	-0.140259	0.6468	0.111676	0.70475	0.480734	0.1914
chr6	126803115	126824326	Akap3	-0.444315	1	1.2495	1	-1.75366	1	-1.82444	1	1.09944	1
chr6	126826216	126871857	Dyrk4	0	1	0	1	0	1	0	1	0	1
chr6	126873436	126889573	Rad51ap1	0.129098	0.72635	0.0303066	0.9305	0.0484696	0.89215	-0.461632	0.1984	-1.01729	0.0303
chr6	126889983	126925722	D6Wsu163e	-0.326459	0.37085	-0.314923	0.348	0.083034	0.80065	0.0152378	0.9597	-0.0734753	0.84385
chr6	126965559	126974736	Fgf6	-1.50712	1	0	1	-1.77137	1	0.173815	1	0.0845732	1
chr6	127022919	127031426	Fgf23	0.560953	1	-0.661181	1	-2.92084	1	-0.937171	1	-0.717675	1
chr6	127035133	127059570	9630033F20Rik	0.0511305	0.8985	0.676135	0.06015	0.390935	0.2803	-0.0479585	0.8989	-0.185606	0.64715
chr6	127075726	127162437	9330179D12Rik	0.0869576	0.9403	-0.160975	0.9023	-0.382588	0.7515	0.212917	0.8565	0.220009	0.85395
chr6	127075726	127162437	Ccnd2	-0.179684	0.60725	0.27855	0.42375	-0.0129429	0.96925	-0.627847	0.0522	-0.111737	0.77545
chr6	127246203	127257985	D130058E03	0	1	0	1	0	1	0	1	0	1
chr6	127403740	127444257	Parp11	-0.403372	0.31025	0.0274012	0.94015	0.291674	0.42005	-0.0115656	0.9723	-0.0147276	0.9714
chr6	127527992	127579956	Efcab4b	-0.260526	0.7002	-0.65149	0.34205	-0.483335	0.4545	-0.676961	0.3434	-0.688869	0.313
chr6	127639026	127719177	Prmt8	-0.327431	1	-1.74964	1	-0.86899	1	-0.936943	1	-1.35036	1
chr6	127837639	127903049	Tspan11	-0.196809	0.6687	-1.08918	0.01945	-0.475174	0.2343	-0.569569	0.161	-1.33679	0.00835
chr6	127911417	128093596	Tspan9	-0.00269511	0.9932	0.102254	0.7559	-0.528247	0.09995	-0.346265	0.2514	-0.178447	0.62655
chr6	128177160	128250831	Tead4	-0.174624	0.76075	0.906919	0.07295	0.309226	0.5366	0.256391	0.59435	0.541867	0.3014
chr6	128271178	128305869	Tulp3	-0.264831	0.3983	-0.489855	0.11725	-0.053044	0.8617	-0.0364052	0.89875	-0.120792	0.72035
chr6	128307017	128312915	Rhno1	-0.0015444	0.99695	0.0698069	0.84455	0.15646	0.64985	0.243394	0.45365	0.37013	0.3294
chr6	128313011	128335162	4933413G19Rik,Foxm1	0.375097	0.25135	0.230097	0.47195	0.0938788	0.76825	-0.0522246	0.86145	-0.159279	0.6816
chr6	128349783	128358953	Nrip2	-0.274709	0.55075	-0.909871	0.0676	-0.60715	0.18285	0.438133	0.3011	0.75056	0.0978
chr6	128359461	128374928	Itfg2	0.193947	0.5893	0.0255953	0.94455	0.029089	0.9317	0.27452	0.40125	0.195598	0.60805
chr6	128380124	128388649	Fkbp4	0.106716	0.73585	0.0776079	0.7998	0.0755217	0.80775	0.019651	0.94375	0.283786	0.4426
chr6	128388774	128476738	Gm10069	0.85791	1	-1.00294	1	0.530901	1	0.54686	1	1.43156	0.066
chr6	128388774	128476738	Pzp	0.111642	1	0.393417	1	0	1	0.241917	1	0.202558	1
chr6	128489839	128531624	BC048546	0	1	-0.530269	1	-2.44803	1	0	1	0	1
chr6	128559244	128572952	Klrb1a	-0.613709	1	-0.992003	1	-0.634392	1	-0.121694	1	-0.329379	1
chr6	128612402	128627392	Clec2h	0.400241	1	-0.531836	1	-0.17581	1	-0.535821	1	0.0333944	1
chr6	128656525	128673064	Klrb1	0	1	0	1	0	1	0	1	0	1
chr6	128728502	128738659	Klrb1c	-1.30213	1	-1.62575	1	-0.0661773	1	0.377123	1	-0.0963338	1
chr6	128763723	128776333	Klrb1b	0	1	0	1	0	1	0	1	0	1
chr6	128798061	128846866	BC035044	0	1	0	1	1.26616	1	0	1	0	1
chr6	128798061	128846866	Clec2i	0	1	0	1	0	1	0	1	0	1
chr6	128884398	128934725	Clec2g	0	1	2.13236	1	1.90046	1	-1.02072	1	0	1
chr6	128884398	128934725	Gm15987	-0.421027	1	-0.800286	1	0.556329	0.54265	0.244481	0.81855	0.274839	0.75975
chr6	128943037	128956667	BC064078	-0.797505	1	-0.112961	1	0.960564	1	1.20947	1	1.46217	1
chr6	128995918	129007489	Klrb1f	1.55594	1	0	1	0	1	0	1	0	1
chr6	129041833	129050921	Clec2e	3.29026	1	-1.80243	1	0.568264	1	-0.664701	1	0.336943	1
chr6	129066535	129079464	Klrb1-ps1	0	1	0	1	0	1	0	1	0	1
chr6	129130632	129136553	Clec2d	-0.0246613	0.94865	-0.0587368	0.8761	-0.293231	0.42145	0.186017	0.57655	-0.743405	0.09255
chr6	129182640	129188500	2310001H17Rik	-0.619768	0.38965	-1.22598	0.1236	-1.00056	0.18995	-0.329279	0.6528	0.143458	0.83925
chr6	129217342	129225387	Cd69	1.77209	1	1.1475	1	0.596474	1	0.111957	1	-1.09153	1
chr6	129272182	129281799	4922502D21Rik	0	1	0	1	0	1	0	1	0	1
chr6	129300261	129315321	Clec12a	-0.126686	0.7339	-0.40863	0.24885	-0.303732	0.385	0.109437	0.74845	-0.0198184	0.96105
chr6	129325530	129335892	Clec12b	0	1	0	1	0	1	0	1	0	1
chr6	129347314	129355431	Clec1b	2.31881	1	0.237232	1	0.621438	1	0	1	-0.724834	1
chr6	129358879	129374782	Clec9a	0	1	0	1	0	1	0	1	0	1
chr6	129376701	129402018	Clec1a	-0.092638	1	-2.60406	1	0	1	-1.97484	1	-1.77858	1
chr6	129411608	129422795	Clec7a	-0.295602	1	-1.93566	1	-0.178614	1	-0.957556	1	0.850538	0.3054
chr6	129435265	129457183	Olr1	3.4692	1	4.81103	1	4.1136	1	1.20733	1	0.142079	1
chr6	129462574	129469245	Tmem52b	0	1	-1.38426	1	-0.338626	1	0.6172	1	0	1
chr6	129482201	129492349	1700101I11Rik	0.538211	1	1.11055	1	-0.0473867	1	-2.3828	1	1.25717	1
chr6	129482201	129492349	Gabarapl1	0.0123656	0.97015	-0.271715	0.37305	-0.0402046	0.89185	0.201731	0.49055	0.682382	0.05235
chr6	129528303	129535845	Klre1	0	1	0	1	0	1	0	1	0	1
chr6	129541828	129548793	Klrd1	0	1	0	1	0	1	0	1	0	1
chr6	129560338	129573859	Klrk1	0	1	0	1	0	1	0	1	0	1
chr6	129589102	129593306	Klrc3	0	1	0	1	0	1	0	1	0	1
chr6	129606363	129610614	Klrc2	-0.0679164	1	0	1	0	1	0	1	0	1
chr6	129624876	129628928	Klrc1	0	1	0	1	0	1	0	1	0	1
chr6	129641552	129641661	Mir680-1	0	1	0	1	0	1	0	1	0	1
chr6	129647235	129667150	Klri1	0	1	0	1	0	1	0	1	0	1
chr6	129679058	129690502	Klri2	0	1	0	1	0	1	0	1	0	1
chr6	129716664	129725867	Gm156	0	1	0	1	0	1	0	1	0	1
chr6	129781171	129826690	Klra17	0	1	0	1	0	1	0	1	0	1
chr6	129849008	129863242	Klra5	0	1	0	1	0	1	0	1	0	1
chr6	129922099	130336892	Klra1,Klra12,Klra15,Klra18,Klra22,Klra23,Klra33,Klra4	-2.77306	1	-2.08059	1	0.428824	1	-0.973645	1	-1.09809	1
chr6	129922099	130336892	Klra10	0	1	0	1	0	1	0	1	0	1
chr6	129922099	130336892	Klra14	0	1	0	1	0	1	0	1	0	1
chr6	129922099	130336892	Klra19,Klra6	0	1	0	1	0	1	0	1	0	1
chr6	129922099	130336892	Klra21,Klra8	0	1	0	1	0	1	0	1	0	1
chr6	129922099	130336892	Klra3	0	1	0	1	0	1	0	1	0	1
chr6	129922099	130336892	Klra7	0	1	0	1	0	1	0	1	0	1
chr6	129922099	130336892	Klra9	0	1	0	1	0	1	0	1	0	1
chr6	131169252	131197380	Klra2	0.00896601	0.9881	-0.714494	0.36315	0.587981	0.32095	-0.534339	0.3706	-0.744176	0.27935
chr6	131234406	131243262	Magohb	0.757976	0.0647	0.0462095	0.8986	0.992328	0.0055	0.450749	0.19545	0.108504	0.80045
chr6	131249161	131263845	Styk1	0.697722	0.15755	-0.309653	0.5447	0.0929669	0.8493	-0.735458	0.1281	-0.312918	0.56965
chr6	131314875	131338468	Csda	0.447916	0.25535	0.331053	0.35535	0.314478	0.3689	-0.073694	0.824	0.55344	0.25805
chr6	131493779	131503775	5430401F13Rik	0	1	0	1	0	1	0	1	0	1
chr6	131579909	131580848	Tas2r130	0	1	0	1	0	1	0	1	0	1
chr6	131609175	131610102	Tas2r107	0	1	0	1	0	1	0	1	0	1
chr6	131627977	131628904	Tas2r106	0	1	0	1	0	1	0	1	0	1
chr6	131634853	131635762	Tas2r104	0	1	0	1	0	1	0	1	0	1
chr6	131636578	131637481	Tas2r105	0	1	0	1	0	1	0	1	0	1
chr6	131639151	131640081	Tas2r114	0	1	0	1	0	1	0	1	0	1
chr6	132064238	132314153	Gm4736,Gm8882	0	1	0	1	0	1	0	1	0	1
chr6	132064238	132314153	Prb1	0	1	0	1	0	1	0	1	0	1
chr6	132064238	132314153	Prpmp5	0	1	0	1	0	1	0	1	0	1
chr6	132519859	132522419	Prh1	0	1	0	1	0	1	0	1	0	1
chr6	132545963	132550720	Prp2	0	1	0	1	0	1	0	1	0	1
chr6	132575128	132577529	A630073D07Rik	0	1	0	1	0	1	0	1	0	1
chr6	132606974	132607862	Tas2r120	0	1	0	1	0	1	0	1	0	1
chr6	132650107	132651025	Tas2r121	0	1	0	1	0	1	0	1	0	1
chr6	132661016	132661946	Tas2r122	0	1	0	1	0	1	0	1	0	1
chr6	132687071	132688004	Tas2r115	0	1	0	1	0	1	0	1	0	1
chr6	132704747	132705677	Tas2r124	0	1	0	1	0	1	0	1	0	1
chr6	132712148	132713192	Tas2r102	0	1	0	1	0	1	0	1	0	1
chr6	132727196	132728180	Tas2r136	0	1	0	1	0	1	0	1	0	1
chr6	132752918	132753911	Tas2r117	0	1	0	1	0	1	0	1	0	1
chr6	132797159	132798161	Tas2r123	0	1	0	1	0	1	0	1	0	1
chr6	132805455	132806373	Tas2r116	0	1	0	1	0	1	0	1	0	1
chr6	132818025	132819027	Tas2r110	0	1	0	1	0	1	0	1	0	1
chr6	132843028	132843958	Tas2r113	0	1	0	1	0	1	0	1	0	1
chr6	132859668	132860604	Tas2r125	0	1	0	1	0	1	0	1	0	1
chr6	132901119	132902082	Tas2r129	0	1	0	1	0	1	0	1	0	1
chr6	132906929	132907862	Tas2r131	0	1	0	1	0	1	0	1	0	1
chr6	132930032	132930983	Tas2r109	0	1	0	1	0	1	0	1	0	1
chr6	132986180	132987119	Tas2r103	0	1	0	1	0	1	0	1	0	1
chr6	133004872	133005811	Tas2r140	0	1	0	1	0	1	0	1	0	1
chr6	133055256	133060917	2700089E24Rik	-0.0383763	0.91275	-0.531855	0.1136	-0.118411	0.7162	-0.160346	0.60985	-0.33	0.3835
chr6	133242233	133245808	5530400C23Rik	0	1	0	1	0	1	0	1	0	1
chr6	133479206	133482780	Gm5885	0	1	0	1	0	1	0	1	0	1
chr6	133714016	133717421	Gm5886	0.215381	1	0.11497	1	-2.64073	1	-1.10757	1	-1.49488	1
chr6	133799872	133803685	Kap	0	1	0	1	0	1	0	1	0	1
chr6	133985724	134220165	Etv6	0.0811742	0.8037	0.558579	0.081	0.501231	0.1082	-0.0887839	0.76525	-0.277066	0.45255
chr6	134346346	134388742	Bcl2l14	-0.842035	1	-0.0991001	1	0.544812	1	1.04554	1	0.285958	1
chr6	134396495	134516931	Lrp6	-0.541493	0.1044	-0.838611	0.0095	-0.529112	0.10675	-0.497768	0.1032	-0.0485349	0.9
chr6	134559224	134582506	Mansc1	0.640564	0.3078	-0.667984	0.335	0.0738407	0.91775	0.53195	0.377	1.01364	0.14745
chr6	134589529	134661202	Loh12cr1	0.142432	0.76255	-0.815947	0.09785	-0.0206259	0.96255	0.306553	0.45385	0.443754	0.3275
chr6	134665490	134742646	Dusp16	0.910718	0.01395	0.209666	0.56145	-0.302214	0.41	-0.826441	0.0212	-0.510734	0.1951
chr6	134780216	134807901	Crebl2	-0.849156	0.0736	-1.11342	0.02565	-0.492617	0.2373	-0.136364	0.74385	0.657577	0.14395
chr6	134819109	134847943	Gpr19	0.283488	0.62555	-0.297439	0.6172	0.306868	0.56475	0.341031	0.51465	0.706072	0.2428
chr6	134847978	134850803	2810454H06Rik	-0.877161	1	-0.699925	1	-0.109964	1	-0.0582539	1	-0.404094	1
chr6	134870418	134875543	Cdkn1b	-0.520774	0.13045	-0.576733	0.0925	-0.292038	0.365	0.0340499	0.91055	-0.109066	0.7616
chr6	134879109	134901736	1190002F15Rik	0.291474	0.60365	0.351875	0.51065	0.327093	0.5126	0.413631	0.39755	-0.465087	0.43595
chr6	134932018	134936854	Apold1	1.84376	0.01085	1.058	1	0.415526	1	-0.207379	1	-1.03702	1
chr6	134961629	134973794	Ddx47	-0.000429211	0.999	-0.044013	0.8871	-0.0237625	0.93805	-0.0659848	0.82445	-0.0278883	0.93505
chr6	135015679	135034726	Gprc5a	1.63089	0.00025	2.57469	5.00E-05	1.1696	0.00455	-1.03359	0.02635	0.204585	0.64985
chr6	135056008	135068301	Gprc5d	0	1	0	1	0	1	0	1	0	1
chr6	135087536	135118233	Hebp1	-0.117541	0.76555	-0.420882	0.32585	-0.436817	0.2673	0.118637	0.7428	0.478144	0.26805
chr6	135138497	135144977	Gm19434	1.37703	1	-1.39147	1	-1.31837	1	-1.35423	1	-3.05951	1
chr6	135148004	135186258	8430419L09Rik	-0.131137	0.7174	-0.627563	0.08355	-0.460436	0.1787	-0.221454	0.50515	-0.0973333	0.80035
chr6	135187347	135204354	Gsg1	-0.999415	1	-1.4195	1	-0.0753951	1	-1.35249	1	0.785894	1
chr6	135259146	135260402	Pbp2	0.115635	0.86975	0.155231	0.8238	0.245108	0.70635	-0.225913	0.7125	-0.0657627	0.9336
chr6	135312948	135333191	Emp1	0.221604	0.55885	0.149067	0.6781	-0.0122692	0.9727	-0.124638	0.7113	0.358728	0.38105
chr6	135679822	136123529	Grin2b	2.10103	1	2.06413	1	0	1	1.27027	1	1.26891	1
chr6	136277556	136280001	Gm8994	0.188884	0.71255	0.314261	0.54455	0.376873	0.45995	0.0886855	0.8548	0.0349536	0.94975
chr6	136350340	136364090	E330021D16Rik	0	1	0	1	0	1	0	1	0	1
chr6	136467371	136555900	Atf7ip	-0.891487	0.0149	-0.476575	0.1602	0.0619965	0.84125	0.107032	0.7224	0.107825	0.7576
chr6	136560591	136610414	Plbd1	0.252872	1	2.19776	1	-1.06373	1	0.943014	1	1.38457	1
chr6	136645804	136730263	Gucy2c	-1.17074	1	-1.53633	1	-1.20001	1	-0.448999	1	0.357486	1
chr6	136750073	136752952	Hist4h4	0.975207	1	-0.0974658	1	-0.538302	1	0.304331	1	-0.00669878	1
chr6	136756768	136758595	H2afj	0.559712	0.16465	-0.00981476	0.9823	0.217367	0.5659	0.522073	0.1313	0.228864	0.6018
chr6	136762174	136776737	Wbp11	-0.0147401	0.9601	-0.00835536	0.9776	0.0200584	0.94685	-0.191774	0.4981	-0.0812473	0.81435
chr6	136777363	136789075	BC049715	1.37172	1	-0.432004	1	0.38026	1	0.839174	1	-0.459285	1
chr6	136777363	136789075	C030030A07Rik	0.94985	1	-3.19405	1	0.285268	1	-2.19584	1	-0.305127	1
chr6	136796971	136806121	Art4	0	1	0	1	0	1	0	1	0	1
chr6	136820955	136824326	Mgp	-0.140096	0.67965	0.325857	0.34365	0.130527	0.6815	0.309002	0.31075	0.920069	0.017
chr6	136855907	136870701	Erp27	-0.0470272	1	-1.97591	1	0	1	-0.36282	1	-0.679957	1
chr6	136872229	136890238	Arhgdib	0.140962	0.67635	0.315548	0.33655	0.130729	0.6753	0.462555	0.129	1.10846	0.0059
chr6	136903043	136912004	Pde6h	-0.494692	1	0	1	0	1	0.202163	1	0.342707	1
chr6	137003345	137119017	Rerg	-0.0395673	0.95385	0.552693	0.4231	0.232631	0.6949	-0.279103	0.6383	0.68383	0.2829
chr6	137200819	137413154	Ptpro	0.0270502	0.96005	-0.00933893	0.9868	-0.287405	0.58565	0.234852	0.6308	0.174705	0.76205
chr6	137425765	137597806	Eps8	0.020821	0.95345	-0.131779	0.70605	-0.53237	0.1349	0.0976066	0.7641	0.320103	0.3989
chr6	137683602	137700451	Strap	0.118808	0.7199	0.0151836	0.9624	0.0787164	0.7947	-0.252926	0.38485	-0.231569	0.5345
chr6	137703097	137786393	Dera	0.355879	0.3139	0.023104	0.94675	-0.0201814	0.95355	0.417901	0.1923	0.0560651	0.8802
chr6	137932110	138028437	Slc15a5	0	1	0	1	0	1	0	1	0	1
chr6	138089057	138105273	Mgst1	-0.0731904	0.84245	-0.679196	0.0549	-0.698485	0.04015	0.110056	0.71875	-0.375712	0.31205
chr6	138313001	138530489	Lmo3	0	1	0	1	0	1	0	1	0	1
chr6	138605613	138606965	Igbp1b	0	1	0	1	0	1	0	1	0	1
chr6	139264117	139271097	4922502N22Rik	0.537335	1	1.78253	1	0	1	0	1	0.401914	1
chr6	139441702	139450430	Rergl	0	1	0	1	0	1	0	1	0	1
chr6	139535771	139917804	Pik3c2g	0	1	0	1	0	1	0	1	0	1
chr6	139938242	139989938	Plcz1	0	1	0	1	0	1	0	1	0	1
chr6	139990045	139991307	Capza3	0	1	0	1	0	1	0	1	0	1
chr6	140372619	140543427	Plekha5	-0.315181	0.36835	0.194179	0.5626	-0.157053	0.62525	-0.173695	0.5815	-0.125739	0.7271
chr6	140571183	140625939	Aebp2	0.025667	0.94965	0.501432	0.29075	-0.0225137	0.9589	-0.429288	0.38545	-0.480759	0.39055
chr6	141197789	141447872	Gm10400	0	1	0	1	0	1	0	1	0	1
chr6	141197789	141447872	Pde3a	-0.561012	0.1873	0.41767	0.2894	-0.0113285	0.97795	-1.05513	0.00595	-1.05257	0.0225
chr6	141472906	141518698	Slco1c1	-1.29169	1	-1.39303	1	-1.26168	1	-2.01831	1	-2.27026	1
chr6	141578038	141635156	Slco1b2	0	1	0	1	0	1	0	1	0	1
chr6	141753960	141804692	Slco1a4	-0.352508	1	-2.44085	1	-3.11531	1	-2.76953	1	-2.98031	1
chr6	141855801	141895483	Slco1a1	-3.04765	1	-1.78549	1	-1.73384	1	0	1	-2.17295	1
chr6	141920716	141957266	Gm6614	-0.0476535	1	-0.373591	1	0	1	0	1	0	1
chr6	142034288	142134670	Slco1a6	-0.0338256	1	-0.0539728	1	-0.347656	1	-2.97085	1	-1.54308	1
chr6	142182747	142271501	Iapp	0	1	0	1	0	1	0	1	0	1
chr6	142182747	142271501	Slco1a5	0.189464	0.7609	-0.716721	0.2613	-0.224301	0.68715	-0.948001	0.15095	-0.893456	0.15945
chr6	142294216	142335607	Pyroxd1	-0.0227405	0.97645	-0.407976	0.58055	0.0660479	0.92555	-0.172399	0.80055	0.0777353	0.9129
chr6	142294216	142335607	Recql	-0.180934	0.65415	-0.518181	0.18975	-0.0235643	0.94985	-0.475508	0.2088	-0.627715	0.1684
chr6	142335762	142352378	Golt1b	0.121766	0.70235	0.333282	0.28555	0.603046	0.05685	-0.0962275	0.7403	-0.60473	0.08645
chr6	142361950	142368260	B230216G23Rik	-0.217677	0.7786	0.275604	0.6781	0.657449	0.3301	-0.112252	0.84735	-0.936806	0.2082
chr6	142371132	142421629	Gys2	0.787458	1	3.20599	1	-1.06373	1	0.463688	1	0	1
chr6	142438768	142456463	Ldhb	-0.140516	0.6896	-0.415224	0.25055	-0.729171	0.03395	-0.0655366	0.83875	-0.0637984	0.8633
chr6	142513458	142519876	Kcnj8	-0.50254	1	-0.150565	1	-0.214054	1	-0.525244	1	-1.28	1
chr6	142536381	142650794	5330439B14Rik	0	1	0	1	0	1	0	1	0	1
chr6	142536381	142650794	Abcc9	-0.380519	1	-0.616436	1	-0.828903	1	-0.786074	1	-1.06504	1
chr6	142705205	142724234	Cmas	-0.0553157	0.8704	-0.269686	0.40425	0.00440828	0.98865	-0.245631	0.4174	-0.395084	0.29345
chr6	142734300	142752986	Gm766	0	1	0	1	0	1	0	1	0	1
chr6	142762750	142912972	Gm7457	0	1	0	1	0	1	0	1	0	1
chr6	142762750	142912972	St8sia1	-1.81824	1	-1.34173	1	-1.58601	1	-2.31194	1	-1.67823	1
chr6	142959439	143048627	C2cd5	-0.432874	0.2846	-0.591022	0.1323	-0.25518	0.48485	-0.249847	0.48795	-0.170274	0.6736
chr6	143115749	143157066	Etnk1	-0.197321	0.53565	-0.314742	0.33415	0.124308	0.68165	-0.325647	0.2625	-0.542771	0.127
chr6	143194407	143246399	D6Ertd474e	0	1	0	1	0	1	0	1	0	1
chr6	143541872	143599808	1700060C16Rik	0	1	0	1	0	1	0	1	0	1
chr6	143776944	144158088	Sox5	-0.433843	1	0.588383	0.26745	0.225869	0.67465	-0.244251	0.65395	-0.0766622	0.8987
chr6	144621387	144642352	4933425H06Rik	0	1	-1.76277	1	-4.11536	1	0	1	0	1
chr6	144942354	145024677	Bcat1	-0.161629	0.6296	0.195814	0.5454	0.460158	0.16065	-0.283755	0.3622	-0.603878	0.11735
chr6	145070258	145159490	Casc1	-1.27838	1	-0.961455	1	-1.24435	1	-0.566946	1	-0.100589	1
chr6	145070258	145159490	Lrmp	-0.196565	0.7636	-0.335399	0.5939	-0.37031	0.535	-0.0185483	0.9749	-0.200647	0.79375
chr6	145159653	145165062	Lyrm5	0.0177979	0.96405	-0.396312	0.3351	-0.551293	0.1688	-0.129323	0.7291	-0.31748	0.46625
chr6	145165218	145198751	Kras	0.242108	0.46095	0.397041	0.2123	0.326145	0.28655	-0.384256	0.19225	-0.446528	0.20045
chr6	145199071	145200376	Gm15706	0.322748	0.60365	-0.157596	0.8142	-0.0260114	0.96455	0.204736	0.70915	-0.0448653	0.94525
chr6	145336144	145340743	1700073E17Rik	0.0195061	1	0.154207	1	0.16617	1	-1.82848	1	-1.20231	1
chr6	145345754	145383445	Ifltd1	0	1	0	1	0	1	0	1	0	1
chr6	145564482	145569997	Tuba3b	0	1	0	1	0	1	0	1	0	1
chr6	145756902	145766104	Rassf8	-0.667973	0.0965	0.282243	0.4478	-0.812466	0.04485	-0.856941	0.02955	-0.447915	0.2761
chr6	145806762	145813940	Bhlhe41	-0.226531	0.57145	-0.449718	0.24935	-0.704596	0.0719	0.516205	0.1354	-0.164603	0.7
chr6	145882666	145913745	Sspn	-0.0555967	0.87605	-0.834089	0.0161	-0.565651	0.0931	0.406592	0.19265	0.771259	0.0264
chr6	146056820	146450745	Itpr2	-0.379741	0.33185	-1.00512	0.0073	-0.555651	0.1292	-0.453378	0.18605	-0.0654444	0.8646
chr6	146498153	146526357	Asun	0.112249	0.74775	-0.2195	0.51545	0.255071	0.4265	-0.19241	0.54565	-0.31339	0.3998
chr6	146526432	146547720	Fgfr1op2	0.0612353	0.8503	-0.000349367	0.99925	0.0844353	0.77735	-0.260061	0.3711	-0.304397	0.3648
chr6	146550797	146583114	Tm7sf3	-0.134797	0.6827	-0.480226	0.1258	-0.3997	0.1975	-0.0506581	0.8613	0.0313863	0.92765
chr6	146591100	146599122	Gm6654	0.342989	0.85285	-0.0183106	0.9843	-0.113939	0.8879	0.206799	0.8997	0.683099	0.61575
chr6	146591100	146599122	Med21	0.210971	0.57515	-0.147875	0.68685	0.320861	0.34685	-0.016363	0.9633	-0.659742	0.1049
chr6	146605739	146613925	4930479D17Rik	0	1	0	1	0	1	0	1	0	1
chr6	146673451	146727336	Stk38l	0.539495	0.1132	-0.234833	0.47455	-0.443613	0.1836	-0.690882	0.0313	-1.15303	0.00305
chr6	146754051	146781168	Arntl2	-0.149889	0.79655	0.40518	0.46625	0.407642	0.41055	0.238385	0.6292	-0.0359099	0.9532
chr6	146798631	146819926	1700023A16Rik	0	1	0	1	0	1	0	1	0.533798	1
chr6	146837015	146980545	1700034J05Rik	0	1	1.5212	1	0	1	0	1	0	1
chr6	146837015	146980545	Ppfibp1	-0.133515	0.7045	-0.300779	0.36395	-0.13253	0.69035	-0.281623	0.36745	-0.212447	0.5739
chr6	146981058	146982040	Rep15	-0.619129	0.37705	-0.734593	0.2467	-0.132782	0.8198	-0.210025	0.72915	0.170407	0.78875
chr6	146991291	147019424	Mrps35	0.254074	0.49005	-0.0844169	0.81995	0.096604	0.7948	0.294981	0.38785	0.695375	0.08
chr6	147023583	147035554	Mansc4	0.505308	1	3.00537	1	2.83673	1	1.86895	1	3.05433	1
chr6	147039596	147061300	Klhdc5	-1.08825	0.0097	0.340619	0.3397	0.20545	0.55645	-0.178983	0.6105	-0.218886	0.61065
chr6	147128762	147156816	E330012B07Rik	0	1	0	1	0	1	0	1	0	1
chr6	147200631	147212607	Pthlh	1.1971	0.1325	-0.00434769	0.98095	0.225434	0.7586	-0.31612	0.6239	-1.38062	0.0864
chr6	147424392	147581134	Ccdc91	-0.184142	0.57265	-0.91348	0.0073	-0.604428	0.0684	-0.07196	0.8164	0.379188	0.3042
chr6	147638762	147650896	1700049E15Rik	0	1	0	1	0	1	0	1	0	1
chr6	147995937	148392874	4732416N19Rik	0	1	0	1	0	1	0	1	0	1
chr6	147995937	148392874	Ergic2	0.147034	0.75305	0.0494364	0.91495	0.0369324	0.9346	-0.369216	0.416	-0.301007	0.5472
chr6	147995937	148392874	Far2	0.540652	1	0.0722112	1	-0.359861	1	-1.19572	1	-1.38581	1
chr6	147995937	148392874	Rps4y2	0.456169	0.43685	0.496708	0.4255	0.215941	0.7181	0.505202	0.3294	0.406742	0.51485
chr6	147995937	148392874	Tmtc1	-0.235876	0.912	-1.29908	0.58475	-1.33153	0.54095	-1.24385	0.58325	-0.180943	0.92205
chr6	148555307	148562831	Gm6313	-0.598777	1	1.18887	1	-0.463708	1	-0.737559	1	-2.05541	1
